sp_id,serialno,stcotrbg,hh_race,hh_income,hh_size,hh_age,latitude,longitude
01077010100-342,987677,01077010100,1,3800,2,23,34.7991829828834,-87.6621646326304
01077010100-343,780528,01077010100,1,9300,2,20,34.7981402923992,-87.6620943215244
01077010100-344,1207510,01077010100,1,0,2,22,34.7971995446699,-87.6614369775316
01077010100-345,926301,01077010100,1,1650,2,22,34.7994296446589,-87.6758259791615
01077010100-346,554393,01077010100,1,0,2,21,34.7995161891209,-87.6763457320061
01077010100-347,1120555,01077010100,1,0,2,18,34.7993898289791,-87.6568769551869
01077010100-348,1359309,01077010100,1,9280,2,27,34.7995436118314,-87.6679861448383
01077010100-349,796088,01077010100,1,1700,2,25,34.7998284614518,-87.6681665826004
01077010100-350,364710,01077010100,1,8000,2,33,34.8028902225279,-87.6678718557277
01077010100-351,603957,01077010100,1,0,2,27,34.8018241704348,-87.6670405870777
01077010100-352,1441010,01077010100,1,7800,2,41,34.8011954464756,-87.6664260051405
01077010100-353,548757,01077010100,1,9600,2,52,34.8004843394888,-87.6662131417888
01077010100-354,367290,01077010100,1,6000,2,50,34.7997413657268,-87.6655810286396
01077010100-355,171611,01077010100,1,7600,2,51,34.7982107605486,-87.6645173493813
01077010100-356,105339,01077010100,1,0,2,55,34.7991358967368,-87.6652165788947
01077010100-357,1404124,01077010100,1,3130,2,56,34.7974375011973,-87.6642392214572
01077010100-358,109628,01077010100,1,8680,2,56,34.7968013405666,-87.6636183783049
01077010100-359,82180,01077010100,1,3320,2,60,34.7988332189279,-87.6736419488755
01077010100-360,922865,01077010100,1,9300,2,70,34.7978284551983,-87.6744498327032
01077010100-361,164008,01077010100,2,190,2,24,34.7989210541639,-87.6725955347469
01077010100-362,906018,01077010100,2,1800,2,24,34.7996475204795,-87.672590029798
01077010100-363,1244507,01077010100,2,3200,2,19,34.7997267137239,-87.6715725443137
01077010100-364,312647,01077010100,2,9900,2,48,34.8001628439694,-87.6710110780178
01077010100-365,60176,01077010100,2,0,2,18,34.8003513986118,-87.6700257136146
01077010100-366,164008,01077010100,2,190,2,24,34.8002860055944,-87.6693984784862
01077010100-367,499675,01077010100,2,0,2,26,34.8014890134507,-87.6719344192964
01077010100-368,130924,01077010100,2,6800,2,25,34.8002941547956,-87.6706909937069
01077010100-369,873253,01077010100,2,4800,2,26,34.7996071412342,-87.6704084295341
01077010100-370,388607,01077010100,2,0,2,29,34.7990278597739,-87.6707380542201
01077010100-371,12245,01077010100,2,0,2,41,34.7975467042361,-87.6696304911627
01077010100-372,546220,01077010100,2,7820,2,49,34.8003293581008,-87.675271501424
01077010100-373,604400,01077010100,2,6420,2,46,34.8001609939115,-87.6618853747563
01077010100-374,585117,01077010100,2,0,2,52,34.8000724288911,-87.6612779554179
01077010100-375,395336,01077010100,6,0,2,24,34.8003137141273,-87.6618698370519
01077010100-376,395336,01077010100,6,0,2,24,34.7998258306153,-87.6600284083598
01077010100-377,1105056,01077010100,6,970,1,20,34.8000917401674,-87.6589201146557
01077010100-378,395336,01077010100,6,0,2,24,34.8010332918213,-87.6581241066959
01077010100-379,772576,01077010100,6,5000,2,32,34.8000853793364,-87.6585080412755
01077010100-380,932557,01077010100,1,11500,2,20,34.8011803579906,-87.6570762790722
01077010100-381,583112,01077010100,1,14700,2,21,34.8007899519994,-87.6768644846754
01077010100-382,234577,01077010100,1,10000,2,23,34.8008300059412,-87.6777027993588
01077010100-383,932557,01077010100,1,11500,2,20,34.8004002514487,-87.6761316341483
01077010100-384,993663,01077010100,1,11500,2,20,34.800541878843,-87.6746658469917
01077010100-385,468878,01077010100,1,14200,2,19,34.8005339927564,-87.6680121179623
01077010100-386,462906,01077010100,1,13500,2,28,34.7961952111317,-87.6733996369027
01077010100-387,1182288,01077010100,1,10000,2,25,34.796633410383,-87.6732712888864
01077010100-388,387322,01077010100,1,13220,2,46,34.797253815711,-87.6720575983988
01077010100-389,170447,01077010100,1,13200,2,50,34.7980086483167,-87.6710935593612
01077010100-390,374187,01077010100,1,10000,2,64,34.797716195044,-87.6700679513102
01077010100-391,1355361,01077010100,1,14600,2,63,34.7981752880546,-87.6700046706194
01077010100-392,1074058,01077010100,2,10000,2,24,34.798294078523,-87.669525584648
01077010100-393,16900,01077010100,2,13000,2,24,34.7983095526356,-87.6686818168694
01077010100-394,1074058,01077010100,2,10000,2,24,34.7993859749274,-87.6673370570545
01077010100-395,97779,01077010100,2,11350,2,29,34.7992540462343,-87.6675017558246
01077010100-396,1435996,01077010100,2,13000,2,34,34.7996298993299,-87.6664473919398
01077010100-397,1054666,01077010100,2,12000,2,52,34.7995021152735,-87.6669106660048
01077010100-398,702108,01077010100,2,12700,2,62,34.8001236991457,-87.6647391038721
01077010100-399,824576,01077010100,1,24500,2,23,34.8002322956315,-87.6651126773818
01077010100-400,1243712,01077010100,1,22000,2,21,34.8006222450193,-87.6643170665958
01077010100-401,580977,01077010100,1,17800,2,22,34.8005401189387,-87.6642599402163
01077010100-402,108810,01077010100,1,24900,2,21,34.8017186366357,-87.6627204001239
01077010100-403,824576,01077010100,1,24500,2,23,34.8016210965729,-87.6619233167663
01077010100-404,685246,01077010100,1,24000,2,23,34.8016727990451,-87.6620830978439
01077010100-405,1257814,01077010100,1,23120,2,20,34.8026528026536,-87.6598143311238
01077010100-406,479629,01077010100,1,16700,2,24,34.8019419803427,-87.6607972388562
01077010100-407,844251,01077010100,1,18500,2,22,34.8028256648251,-87.659345000842
01077010100-408,1257814,01077010100,1,23120,2,20,34.8030275676126,-87.65853794581
01077010100-409,1486197,01077010100,1,20000,2,23,34.8008511339869,-87.6745395101805
01077010100-410,1244627,01077010100,1,16920,2,19,34.8019097524465,-87.6724914021465
01077010100-411,528372,01077010100,1,16000,2,21,34.8019098434799,-87.6719734071755
01077010100-412,241044,01077010100,1,24000,2,21,34.80259669266,-87.6710875105478
01077010100-413,828434,01077010100,1,23000,2,24,34.8023066219353,-87.6712233646357
01077010100-414,1257814,01077010100,1,23120,2,20,34.8026084732853,-87.670159956343
01077010100-415,1292445,01077010100,1,21500,2,31,34.8027676402476,-87.669996470926
01077010100-416,68214,01077010100,1,17600,2,26,34.8023216537899,-87.6683699798621
01077010100-417,444250,01077010100,1,19000,2,31,34.8015077538744,-87.668557647172
01077010100-418,1148372,01077010100,1,21600,2,34,34.7997993974848,-87.6691022604346
01077010100-419,1263192,01077010100,1,24900,2,44,34.7987526107387,-87.6707824271105
01077010100-420,378458,01077010100,1,15000,2,52,34.7990337156377,-87.6707959744766
01077010100-421,1324959,01077010100,1,19500,2,45,34.7986008697587,-87.6722645610714
01077010100-422,1267195,01077010100,1,20000,2,45,34.797799131344,-87.6730148411655
01077010100-423,218736,01077010100,1,16000,2,46,34.7975670037812,-87.6737366466472
01077010100-424,1225785,01077010100,1,18100,2,57,34.8002511714286,-87.6676781836042
01077010100-425,1182181,01077010100,1,23100,2,61,34.8001529679178,-87.6676055876906
01077010100-426,61851,01077010100,1,17520,2,64,34.8006147712929,-87.6675126946363
01077010100-427,587348,01077010100,1,18100,2,63,34.8009816883365,-87.6660938490405
01077010100-428,324162,01077010100,1,24640,2,65,34.8013380339162,-87.665564973118
01077010100-429,408531,01077010100,1,17000,2,68,34.7998891625024,-87.6678340170827
01077010100-430,1405576,01077010100,1,19100,2,66,34.79944451731,-87.6752999026694
01077010100-431,1210033,01077010100,1,15000,2,67,34.7999611833248,-87.6743187779753
01077010100-432,247227,01077010100,1,19800,2,85,34.8001621314149,-87.6734681034639
01077010100-433,699030,01077010100,2,19000,2,22,34.8001806552743,-87.6727690007667
01077010100-434,349378,01077010100,2,16300,2,21,34.8009322626616,-87.671788497816
01077010100-435,1491394,01077010100,2,18000,2,22,34.8000772804618,-87.6723966232418
01077010100-436,1197280,01077010100,2,22500,2,23,34.8012679790481,-87.6701258669681
01077010100-437,20001,01077010100,2,19050,2,27,34.8011197814025,-87.6706673794188
01077010100-438,305519,01077010100,2,18200,2,26,34.8018063172564,-87.6694276164197
01077010100-439,783966,01077010100,2,24500,2,25,34.8019082022187,-87.6697123204895
01077010100-440,551481,01077010100,2,20000,2,48,34.8002757882192,-87.6766487564032
01077010100-441,651415,01077010100,2,22000,2,46,34.8013049787088,-87.6772522004235
01077010100-442,1133811,01077010100,2,15200,2,64,34.8018520793361,-87.6773466394283
01077010100-443,1189214,01077010100,2,13600,2,66,34.8031678775561,-87.6793052960846
01077010100-444,865753,01077010100,6,15000,2,33,34.803285579231,-87.6787937684284
01077010100-445,1216635,01077010100,1,27000,2,21,34.8018197531062,-87.6776921496365
01077010100-446,1449851,01077010100,1,32000,2,24,34.8013873794142,-87.67804521218
01077010100-447,1388119,01077010100,1,32000,2,20,34.8029306891088,-87.6785410381111
01077010100-448,165855,01077010100,1,28500,2,30,34.8021610629109,-87.6785647554364
01077010100-449,165855,01077010100,1,28500,2,30,34.8016137959302,-87.6758886876616
01077010100-450,841674,01077010100,1,30700,2,50,34.8011216833515,-87.6756764589946
01077010100-451,252462,01077010100,1,30000,2,64,34.8005601899672,-87.6692526462109
01077010100-452,262777,01077010100,1,25200,2,70,34.801760269807,-87.669922138355
01077010100-453,616369,01077010100,1,31700,2,72,34.8023789606133,-87.6704240556787
01077010100-454,1481406,01077010100,2,25000,2,22,34.8021890593127,-87.665464017731
01077010100-455,129258,01077010100,2,34000,2,30,34.8015206991325,-87.6651871965105
01077010100-456,386006,01077010100,2,28000,2,50,34.7994852107655,-87.6643205775487
01077010100-457,217820,01077010100,1,35000,2,22,34.8004899034401,-87.659673677785
01077010100-458,1466915,01077010100,1,36000,2,34,34.8003334738268,-87.6601142586655
01077010100-459,141813,01077010100,1,46300,2,48,34.8006561413113,-87.6586451939871
01077010100-460,798160,01077010100,1,37000,2,63,34.801044632849,-87.6582974537005
01077010100-461,125923,01077010100,1,35380,2,69,34.8016017909136,-87.6572439544993
01077010100-462,1121927,01077010100,1,45400,2,65,34.801305543846,-87.658162878615
01077010100-463,237790,01077010100,1,46600,2,74,34.8012825125538,-87.6583256105578
01077010100-464,966077,01077010100,1,61000,2,21,34.8012932555895,-87.6614216848758
01077010100-465,155022,01077010100,1,68000,2,24,34.8029758381392,-87.6587191862853
01077010100-466,534710,01077010100,1,78000,2,23,34.8030011542262,-87.6586656975429
01077010100-467,966077,01077010100,1,61000,2,21,34.8018606097479,-87.6584392287652
01077010100-468,42693,01077010100,1,71000,2,24,34.8012203717391,-87.6578286167689
01077010100-469,1452092,01077010100,1,54800,2,33,34.8008655580337,-87.6572623464894
01077010100-470,114483,01077010100,1,59000,2,32,34.8005683341736,-87.657292147557
01077010100-471,781975,01077010100,1,76000,2,29,34.8010108971396,-87.668659278955
01077010100-472,45160,01077010100,1,66000,2,25,34.8012765296346,-87.6676402205983
01077010100-473,975540,01077010100,1,72100,2,33,34.8012545931875,-87.6678640181068
01077010100-474,1252576,01077010100,1,90100,2,26,34.8017095971744,-87.6668677441226
01077010100-475,970086,01077010100,1,95000,2,26,34.8019409785382,-87.6668520838906
01077010100-476,94352,01077010100,1,80000,2,30,34.8026992033646,-87.6614451404462
01077010100-477,1157136,01077010100,1,61200,2,30,34.8020184739066,-87.6614214293069
01077010100-478,970086,01077010100,1,95000,2,26,34.8019312873493,-87.6612421777166
01077010100-479,1274402,01077010100,1,67030,2,43,34.8003928211559,-87.6602550342024
01077010100-480,483284,01077010100,1,87250,2,53,34.7999991966133,-87.6598262342206
01077010100-481,870631,01077010100,1,65000,2,54,34.7997687669381,-87.6595630498411
01077010100-482,516812,01077010100,1,94000,2,45,34.7993524710078,-87.6594866507676
01077010100-483,747299,01077010100,1,55005,2,53,34.7987408404772,-87.6588943470275
01077010100-484,1050762,01077010100,1,90000,2,53,34.8005118888952,-87.6760836401041
01077010100-485,1269723,01077010100,1,93060,2,50,34.801376936388,-87.6769244214602
01077010100-486,1096684,01077010100,1,60600,2,46,34.8023622722486,-87.6776849619608
01077010100-487,257769,01077010100,1,88000,2,58,34.8015846842858,-87.6590293000982
01077010100-488,105061,01077010100,1,76000,2,57,34.8019569998022,-87.6592745513784
01077010100-489,824937,01077010100,1,74400,2,60,34.803037158229,-87.6602678132767
01077010100-490,1491615,01077010100,1,71900,2,63,34.8020305111887,-87.6593668258827
01077010100-491,282570,01077010100,1,70000,2,60,34.8019526623312,-87.6595295612067
01077010100-492,65378,01077010100,1,96300,2,60,34.801076901452,-87.6594268903689
01077010100-493,1216499,01077010100,1,64200,2,62,34.8009296810106,-87.6590243306789
01077010100-494,933557,01077010100,1,93100,2,64,34.8000905768525,-87.6586222854505
01077010100-495,1207318,01077010100,1,78100,2,69,34.8004942127505,-87.6588999203684
01077010100-496,992877,01077010100,1,73400,2,69,34.7996092174988,-87.6583025315093
01077010100-497,1440039,01077010100,1,76100,2,65,34.798840384351,-87.657522444178
01077010100-498,846821,01077010100,1,86100,2,65,34.7987692536631,-87.6578258107941
01077010100-499,1105929,01077010100,1,51100,2,70,34.7988933022951,-87.6575152973447
01077010100-500,23048,01077010100,1,64700,2,73,34.8018270606138,-87.6602521450614
01077010100-501,1465612,01077010100,2,85300,2,24,34.8017131338374,-87.6608824388139
01077010100-502,822284,01077010100,2,78000,2,34,34.8023256638294,-87.658686423287
01077010100-503,1309970,01077010100,2,58000,2,46,34.8026855730012,-87.6589457907103
01077010100-504,1136169,01077010100,2,88000,2,46,34.8012906473025,-87.6577808956298
01077010100-505,750733,01077010100,2,56400,2,62,34.8015385806528,-87.6577097578442
01077010100-506,159036,01077010100,6,94300,2,27,34.8020242070841,-87.6559196168578
01077010100-507,890938,01077010100,6,66130,2,33,34.8019038562972,-87.6555197510161
01077010100-508,1399770,01077010100,6,71000,2,26,34.8023192493006,-87.6549603881747
01077010100-509,150644,01077010100,1,100000,2,31,34.8027942988882,-87.6691303248703
01077010100-510,658170,01077010100,1,195010,2,52,34.8023616288009,-87.6681671772268
01077010100-511,957074,01077010100,1,101000,2,64,34.8029653277714,-87.6672045718122
01077010100-512,184402,01077010100,1,3200,3,22,34.8019710319883,-87.6718300011233
01077010100-513,1077964,01077010100,1,9600,3,22,34.8021839889215,-87.6725041593219
01077010100-514,29630,01077010100,1,4000,3,23,34.802982448486,-87.6612755788052
01077010100-515,188826,01077010100,1,0,3,24,34.803011750261,-87.6607290208668
01077010100-516,401186,01077010100,1,8000,3,19,34.8028092173116,-87.6676580088265
01077010100-517,1340945,01077010100,1,1500,3,23,34.8026523196494,-87.6569404807883
01077010100-518,1184087,01077010100,1,2500,3,19,34.8029790183107,-87.6574769687125
01077010100-519,547470,01077010100,1,8400,3,24,34.8026653101004,-87.6574943929353
01077010100-520,1245934,01077010100,1,700,3,34,34.8008309720476,-87.6562578586031
01077010100-521,415613,01077010100,1,0,3,28,34.7997763641576,-87.6565602497711
01077010100-522,1226191,01077010100,1,2200,3,28,34.8004309186762,-87.6562410571655
01077010100-523,237931,01077010100,1,930,3,25,34.8030407650717,-87.6561381606714
01077010100-524,35291,01077010100,1,6300,3,29,34.8032659640164,-87.6561256061525
01077010100-525,679652,01077010100,1,8000,3,36,34.8031769243821,-87.6562940648852
01077010100-526,468496,01077010100,1,8800,3,45,34.8018634481856,-87.6556443052718
01077010100-527,1224564,01077010100,2,5500,3,22,34.8043498918587,-87.6556948691515
01077010100-528,545125,01077010100,2,9870,3,21,34.8025860113146,-87.6550271557765
01077010100-529,428791,01077010100,2,10,3,21,34.8033478232125,-87.6553880052946
01077010100-530,545125,01077010100,2,9870,3,21,34.8045411770692,-87.6557393920087
01077010100-531,945485,01077010100,2,8300,3,32,34.8060194709438,-87.6826081412643
01077010100-532,894131,01077010100,2,0,3,32,34.8065292094515,-87.6834942831902
01077010100-533,887299,01077010100,2,0,3,25,34.8057237953319,-87.6816122686605
01077010100-534,774948,01077010100,2,1100,3,31,34.8060445316732,-87.6830458107428
01077010100-535,86502,01077010100,2,7800,3,30,34.8054903845549,-87.6817916766406
01077010100-536,600364,01077010100,2,8600,3,50,34.8057137641025,-87.6820664531771
01077010100-537,931412,01077010100,6,2500,3,34,34.8062090012464,-87.680203352315
01077010100-538,207709,01077010100,1,12100,3,24,34.8037028909126,-87.6578022794129
01077010100-539,1164742,01077010100,1,11500,3,49,34.8033517053021,-87.6774943583769
01077010100-540,51232,01077010100,1,10300,3,30,34.8064978897381,-87.664441602964
01077010100-541,147024,01077010100,1,10200,3,46,34.8011488601045,-87.6745926381166
01077010100-542,7012,01077010100,2,13000,3,24,34.8021438054275,-87.6754308035915
01077010100-543,744906,01077010100,2,12000,3,31,34.8029579445775,-87.6756346054903
01077010100-544,1076816,01077010100,1,21600,3,20,34.804317685881,-87.6765086637072
01077010100-545,668757,01077010100,1,16800,3,23,34.8045474071485,-87.6768777777387
01077010100-546,1360611,01077010100,1,24000,3,22,34.8051983271038,-87.6774524447071
01077010100-547,976953,01077010100,1,20300,3,22,34.8048545480356,-87.6771032360672
01077010100-548,127177,01077010100,1,15000,3,21,34.8029925061524,-87.6614564266586
01077010100-549,668757,01077010100,1,16800,3,23,34.8030326448888,-87.6615813239132
01077010100-550,727057,01077010100,1,23700,3,19,34.8036427143012,-87.6596245900001
01077010100-551,771353,01077010100,1,16000,3,25,34.8032970347403,-87.6602153365256
01077010100-552,1393925,01077010100,1,23200,3,33,34.8035596549753,-87.6625270946823
01077010100-553,56282,01077010100,1,18300,3,29,34.8038175137884,-87.6620918918734
01077010100-554,707561,01077010100,1,18400,3,52,34.8038885044768,-87.6615481670105
01077010100-555,1311709,01077010100,2,15830,3,24,34.8044552268209,-87.6787093416047
01077010100-556,1442863,01077010100,2,24000,3,22,34.8048811863921,-87.6786247995214
01077010100-557,913842,01077010100,2,15200,3,31,34.8045828023506,-87.6790513119261
01077010100-558,792368,01077010100,2,24000,3,29,34.8047423072686,-87.6783230335544
01077010100-559,1403110,01077010100,2,18000,3,33,34.8045119475138,-87.6784260833651
01077010100-560,1303356,01077010100,2,21804,3,53,34.8049284608228,-87.6595423690029
01077010100-561,31521,01077010100,6,20300,3,30,34.8050745471783,-87.6591847441415
01077010100-562,209511,01077010100,1,32000,3,20,34.8051089037794,-87.6585623667107
01077010100-563,1055130,01077010100,1,25530,3,20,34.8044335725416,-87.6603856685793
01077010100-564,369053,01077010100,1,29400,3,25,34.8046773324331,-87.6621504761132
01077010100-565,1247318,01077010100,2,30600,3,33,34.8009604547661,-87.6763851272083
01077010100-566,63062,01077010100,1,40600,3,21,34.8010089756633,-87.6757534423706
01077010100-567,1055292,01077010100,1,38500,3,21,34.8022099213141,-87.6742547767859
01077010100-568,770651,01077010100,1,40000,3,30,34.8020938920057,-87.673771134453
01077010100-569,567280,01077010100,1,70400,3,22,34.8023698782675,-87.6737339705649
01077010100-570,1193206,01077010100,1,50000,3,24,34.8026121386054,-87.6724649020939
01077010100-571,1256936,01077010100,1,95000,3,23,34.8029145841274,-87.6718079135907
01077010100-572,387109,01077010100,1,72000,4,34,34.8018510289797,-87.6768363417408
01077010100-573,1455229,01077010100,1,91500,3,29,34.8020278202826,-87.676083005543
01077010100-574,1055903,01077010100,1,62000,3,33,34.8021983150903,-87.6758767765347
01077010100-575,1398502,01077010100,1,53700,3,28,34.8031335053751,-87.6745550045537
01077010100-576,820185,01077010100,1,98000,3,33,34.8024978745632,-87.6724119492902
01077010100-577,889645,01077010100,1,98200,3,29,34.8028811876704,-87.6723466202322
01077010100-578,663728,01077010100,1,63500,3,27,34.8048028612018,-87.6630745301644
01077010100-579,703881,01077010100,1,81500,3,41,34.8027854310095,-87.6777797693406
01077010100-580,425725,01077010100,1,76000,3,50,34.8028133645574,-87.6761399389609
01077010100-581,761581,01077010100,1,60500,3,54,34.8038603338254,-87.6755110461501
01077010100-582,756903,01077010100,1,70000,3,52,34.8035688642072,-87.6757189094181
01077010100-583,544074,01077010100,1,57300,3,47,34.8059983824689,-87.6626906755726
01077010100-584,1159887,01077010100,1,95700,3,60,34.8055714176861,-87.6790071756755
01077010100-585,1101205,01077010100,2,54500,3,32,34.804852893489,-87.6796763578146
01077010100-586,400737,01077010100,2,99000,3,48,34.8054396358324,-87.6800705288484
01077010100-587,1237597,01077010100,6,76000,3,33,34.8051567443813,-87.6795855922657
01077010100-588,716768,01077010100,1,107000,3,48,34.8049912915495,-87.6800081709691
01077010100-589,741369,01077010100,1,0,4,24,34.8059634534412,-87.6788465943184
01077010100-590,741369,01077010100,1,0,4,24,34.8046761837765,-87.6648838796197
01077010100-591,319218,01077010100,1,400,4,30,34.8057338461364,-87.663138427147
01077010100-592,460523,01077010100,1,6000,4,30,34.8053771784769,-87.6633221573669
01077010100-593,262304,01077010100,1,4500,4,25,34.8059678101674,-87.662972480298
01077010100-594,1198624,01077010100,2,9000,4,22,34.8049616187093,-87.6641921156242
01077010100-595,1483245,01077010100,2,2250,4,20,34.8059720331307,-87.6628787761063
01077010100-596,289074,01077010100,2,3700,4,23,34.8060165324722,-87.662805160614
01077010100-597,1223998,01077010100,2,2650,4,32,34.8061891913166,-87.6599525817942
01077010100-598,27254,01077010100,2,560,4,33,34.8043964125243,-87.6589025632594
01077010100-599,880981,01077010100,1,10000,4,21,34.8044911985335,-87.6589202220692
01077010100-600,1235071,01077010100,1,12000,4,26,34.8048408873783,-87.6594645895483
01077010100-601,799584,01077010100,1,17000,4,22,34.8056694842061,-87.6597852018319
01077010100-602,901365,01077010100,1,22700,4,21,34.8021805119281,-87.670640043623
01077010100-603,1310259,01077010100,1,15500,4,24,34.8032108715013,-87.671450989824
01077010100-604,848186,01077010100,1,19400,4,24,34.8053915568743,-87.6611828330005
01077010100-605,1247641,01077010100,1,17000,4,33,34.8058240123421,-87.660550968241
01077010100-606,492109,01077010100,1,18000,4,27,34.8072429907857,-87.661887916123
01077010100-607,900537,01077010100,1,20700,4,34,34.8065015941037,-87.6605014247753
01077010100-608,198396,01077010100,1,15000,4,54,34.8064864538103,-87.6609208788819
01077010100-609,566196,01077010100,2,15800,4,34,34.8068279632234,-87.6616593773657
01077010100-610,566196,01077010100,2,15800,4,34,34.8067589229158,-87.6616390693112
01077010100-611,268846,01077010100,2,16000,4,29,34.8055856816824,-87.6784234048562
01077010100-612,68228,01077010100,1,33500,4,24,34.8064977673297,-87.6778874405057
01077010100-613,766158,01077010100,1,34000,4,29,34.8063643306906,-87.6770207730356
01077010100-614,565460,01077010100,1,68000,4,24,34.805378573035,-87.6588404547603
01077010100-615,130066,01077010100,1,72000,4,32,34.8064439240096,-87.6594841567084
01077010100-616,319364,01077010100,1,93020,4,30,34.8050404450046,-87.6579346256841
01077010100-617,1481190,01077010100,1,80000,4,31,34.8053307951791,-87.6586791853159
01077010100-618,1153343,01077010100,1,74000,4,29,34.8059306247431,-87.6587754052041
01077010100-619,892278,01077010100,1,85820,4,31,34.8061778221885,-87.6586347015886
01077010100-620,979763,01077010100,1,99000,4,29,34.806726310972,-87.6629768731436
01077010100-621,620848,01077010100,1,83000,4,28,34.803541119785,-87.6777473697506
01077010100-622,305110,01077010100,1,51504,4,31,34.8046804856702,-87.6771515149914
01077010100-623,583500,01077010100,1,50000,4,36,34.8061359823213,-87.6764214995698
01077010100-624,666980,01077010100,1,57000,4,42,34.8053486872889,-87.6765640740037
01077010100-625,67009,01077010100,1,72000,4,53,34.7997454061177,-87.6774503391342
01077010100-626,925075,01077010100,1,96000,4,47,34.8021009824079,-87.6783444772264
01077010100-627,476415,01077010100,2,98100,4,27,34.8025325617143,-87.6793064408236
01077010100-628,114853,01077010100,2,60000,4,49,34.8035913322859,-87.6800018430961
01077010100-629,200196,01077010100,1,140000,4,34,34.8045736784059,-87.680276395066
01077010100-630,131086,01077010100,1,85600,4,45,34.8043438891508,-87.6802278672648
01077010100-631,1012527,01077010100,1,0,5,24,34.8055616331013,-87.6806272362851
01077010100-632,380460,01077010100,1,1400,5,29,34.8060877959128,-87.6811065820635
01077010100-633,811090,01077010100,1,1900,5,34,34.8071485198741,-87.6819591639997
01077010100-634,380460,01077010100,1,1400,5,29,34.8062320907047,-87.6814326660381
01077010100-635,380460,01077010100,1,1400,5,29,34.8014773721874,-87.6735607252325
01077010100-636,433750,01077010100,2,8000,5,33,34.8031545438693,-87.6744108384289
01077010100-637,752925,01077010100,2,6500,5,30,34.80313669772,-87.6740631778873
01077010100-638,412403,01077010100,2,0,5,32,34.8047066004035,-87.6753864510928
01077010100-639,193452,01077010100,2,5020,5,25,34.8050751941891,-87.6755690896923
01077010100-640,1335203,01077010100,2,5000,5,28,34.8051233326427,-87.6569326903915
01077010100-641,1053110,01077010100,1,14500,5,23,34.8054313805608,-87.6567716990821
01077010100-642,635937,01077010100,1,14000,5,29,34.8083874798063,-87.6598757077193
01077010100-643,1463546,01077010100,2,14500,5,21,34.8086685027775,-87.6598297602491
01077010100-644,1012467,01077010100,1,24000,5,21,34.8093710741541,-87.6607290194248
01077010100-645,1012467,01077010100,1,24000,5,21,34.8091359795282,-87.659950342886
01077010100-646,1313507,01077010100,1,15300,5,30,34.8082291992936,-87.6596337696606
01077010100-647,913518,01077010100,1,21000,5,31,34.8088126071219,-87.6601849693157
01077010100-648,515519,01077010100,1,16901,5,26,34.8061400591476,-87.6577897334578
01077010100-649,59273,01077010100,1,21600,5,26,34.800973245481,-87.6581231489035
01077010100-650,228338,01077010100,2,22900,5,33,34.7980136792294,-87.6612656621427
01077010100-651,1289312,01077010100,2,17300,5,34,34.7979031309869,-87.6743395650907
01077010100-652,674051,01077010100,6,16000,5,51,34.7989989716769,-87.6656735110769
01077010100-653,939213,01077010100,1,25000,5,31,34.7983601860451,-87.6696537304664
01077010100-654,1131977,01077010100,1,31600,5,33,34.8097318198286,-87.6817799120433
01077010100-655,347982,01077010100,1,41000,5,30,34.8049098298796,-87.6561162122086
01077010100-656,1117112,01077010100,1,66000,5,20,34.8016456375459,-87.6699500657767
01077010100-657,1074696,01077010100,1,77000,5,26,34.8021191942443,-87.6760909579044
01077010100-658,1231698,01077010100,1,87000,5,30,34.8011762918419,-87.6678772723826
01077010100-659,548891,01077010100,1,64000,5,31,34.793256775533,-87.6441171916779
01077010100-660,649044,01077010100,1,80000,5,31,34.8025370539381,-87.6705623247755
01077010100-661,199603,01077010100,1,68000,5,29,34.8034730192519,-87.6795546285609
01077010100-662,1401764,01077010100,1,71000,5,39,34.8041239630025,-87.680130476342
01077010100-663,1060265,01077010100,1,54000,5,39,34.809429078937,-87.6809770197353
01077010100-664,233547,01077010100,1,82900,5,54,34.8111029435742,-87.6627024565225
01077010100-665,1130469,01077010100,1,57900,3,52,34.8072290403679,-87.6599820701042
01077010100-666,233547,01077010100,1,82900,5,54,34.8068970248532,-87.6594590104107
01077010100-667,679263,01077010100,2,54740,5,35,34.8058220414005,-87.663510145167
01077010100-668,630557,01077010100,1,100000,5,34,34.7986680335684,-87.6605156283892
01077010100-669,953836,01077010100,1,103000,5,34,34.7922098227781,-87.6669604296883
01077010100-670,850518,01077010100,1,118300,5,46,34.8036054387989,-87.6625275714176
01077010100-671,357255,01077010100,1,108000,5,51,34.7963875150081,-87.663900925353
