sp_id,sp_hh_id,serialno,stcotrbg,age,sex,race,sporder,relate,sp_school_id,sp_work_id
01077010100-351-371,01077010100-351,603957,01077010100,1,1,1,2,2,,
01077010100-352-372,01077010100-352,1441010,01077010100,41,1,1,1,0,,133751644
01077010100-352-373,01077010100-352,1441010,01077010100,55,2,1,2,12,,
01077010100-353-374,01077010100-353,548757,01077010100,52,2,1,1,0,,701015604
01077010100-353-375,01077010100-353,548757,01077010100,16,1,1,2,7,00000973,
01077010100-354-376,01077010100-354,367290,01077010100,50,2,1,1,0,,
01077010100-354-377,01077010100-354,367290,01077010100,18,2,1,2,2,,
01077010100-355-378,01077010100-355,171611,01077010100,51,1,1,1,0,,
01077010100-355-379,01077010100-355,171611,01077010100,46,2,1,2,13,,
01077010100-356-380,01077010100-356,105339,01077010100,55,1,1,1,0,,
01077010100-356-381,01077010100-356,105339,01077010100,8,1,1,2,3,010201000765,
01077010100-357-382,01077010100-357,1404124,01077010100,56,1,1,1,0,,
01077010100-357-383,01077010100-357,1404124,01077010100,54,2,1,2,1,,
01077010100-358-384,01077010100-358,109628,01077010100,56,2,1,1,0,,
01077010100-358-385,01077010100-358,109628,01077010100,34,2,1,2,2,,
01077010100-359-386,01077010100-359,82180,01077010100,60,1,1,1,0,,
01077010100-359-387,01077010100-359,82180,01077010100,59,2,1,2,1,,
01077010100-360-388,01077010100-360,922865,01077010100,70,1,1,1,0,,
01077010100-360-389,01077010100-360,922865,01077010100,67,2,1,2,1,,
01077010100-361-390,01077010100-361,164008,01077010100,24,2,2,1,0,,
01077010100-361-391,01077010100-361,164008,01077010100,1,1,2,2,2,,
01077010100-362-392,01077010100-362,906018,01077010100,24,2,2,1,0,,
01077010100-362-393,01077010100-362,906018,01077010100,4,1,2,2,2,010201000772,
01077010100-363-394,01077010100-363,1244507,01077010100,19,2,2,1,0,,
01077010100-363-395,01077010100-363,1244507,01077010100,2,2,2,2,2,,
01077010100-364-396,01077010100-364,312647,01077010100,48,2,2,1,0,,
01077010100-364-397,01077010100-364,312647,01077010100,5,2,2,2,7,010201000766,
01077010100-365-398,01077010100-365,60176,01077010100,18,2,2,1,0,,
01077010100-365-399,01077010100-365,60176,01077010100,18,2,2,2,12,,
01077010100-366-400,01077010100-366,164008,01077010100,24,2,2,1,0,,
01077010100-366-401,01077010100-366,164008,01077010100,1,1,2,2,2,,
01077010100-367-402,01077010100-367,499675,01077010100,26,2,2,1,0,,
01077010100-367-403,01077010100-367,499675,01077010100,5,1,2,2,2,010153000534,
01077010100-368-404,01077010100-368,130924,01077010100,25,2,2,1,0,,
01077010100-368-405,01077010100-368,130924,01077010100,45,1,2,2,13,,
01077010100-369-406,01077010100-369,873253,01077010100,26,2,2,1,0,,
01077010100-369-407,01077010100-369,873253,01077010100,7,2,2,2,2,010201000765,
01077010100-370-408,01077010100-370,388607,01077010100,29,2,2,1,0,,
01077010100-370-409,01077010100-370,388607,01077010100,8,2,2,2,2,010153000534,
01077010100-371-410,01077010100-371,12245,01077010100,41,1,2,1,0,,
01077010100-371-411,01077010100-371,12245,01077010100,15,1,2,2,2,010201000767,
01077010100-372-412,01077010100-372,546220,01077010100,49,2,2,1,0,,378029391
01077010100-372-413,01077010100-372,546220,01077010100,15,1,2,2,2,010201000765,
01077010100-373-414,01077010100-373,604400,01077010100,46,1,2,1,0,,
01077010100-373-415,01077010100-373,604400,01077010100,56,1,2,2,5,,
01077010100-374-416,01077010100-374,585117,01077010100,52,2,2,1,0,,
01077010100-374-417,01077010100-374,585117,01077010100,29,1,2,2,2,,
01077010100-375-418,01077010100-375,395336,01077010100,24,1,6,1,0,,
01077010100-375-419,01077010100-375,395336,01077010100,29,1,6,2,15,,
01077010100-376-420,01077010100-376,395336,01077010100,24,1,6,1,0,,
01077010100-376-421,01077010100-376,395336,01077010100,29,1,6,2,15,,
01077010100-377-422,01077010100-377,1105056,01077010100,20,1,6,1,0,,314267931
01077010100-378-423,01077010100-378,395336,01077010100,24,1,6,1,0,,
01077010100-378-424,01077010100-378,395336,01077010100,29,1,6,2,15,,
01077010100-379-425,01077010100-379,772576,01077010100,32,1,6,1,0,,133747139
01077010100-379-426,01077010100-379,772576,01077010100,31,2,6,2,1,,
01077010100-380-427,01077010100-380,932557,01077010100,20,2,1,1,0,,
01077010100-380-428,01077010100-380,932557,01077010100,25,1,9,2,13,,401889290
01077010100-381-429,01077010100-381,583112,01077010100,21,2,1,1,0,,261654719
01077010100-381-430,01077010100-381,583112,01077010100,22,1,1,2,13,,456275031
01077010100-382-431,01077010100-382,234577,01077010100,23,2,1,1,0,,133752832
01077010100-382-432,01077010100-382,234577,01077010100,0,2,1,2,2,,
01077010100-383-433,01077010100-383,932557,01077010100,20,2,1,1,0,,
01077010100-383-434,01077010100-383,932557,01077010100,25,1,9,2,13,,308028117
01077010100-384-435,01077010100-384,993663,01077010100,20,2,1,1,0,,133754820
01077010100-384-436,01077010100-384,993663,01077010100,1,1,1,2,2,,
01077010100-385-437,01077010100-385,468878,01077010100,19,2,1,1,0,,967946690
01077010100-385-438,01077010100-385,468878,01077010100,20,1,1,2,13,,133768069
01077010100-386-439,01077010100-386,462906,01077010100,28,1,1,1,0,,
01077010100-386-440,01077010100-386,462906,01077010100,21,2,1,2,5,,997143318
01077010100-387-441,01077010100-387,1182288,01077010100,25,2,1,1,0,,133768101
01077010100-387-442,01077010100-387,1182288,01077010100,26,2,1,2,12,,
01077010100-388-443,01077010100-388,387322,01077010100,46,1,1,1,0,,
01077010100-388-444,01077010100-388,387322,01077010100,4,1,1,2,2,,
01077010100-389-445,01077010100-389,170447,01077010100,50,2,1,1,0,,
01077010100-389-446,01077010100-389,170447,01077010100,64,1,2,2,1,,
01077010100-390-447,01077010100-390,374187,01077010100,64,1,1,1,0,,
01077010100-390-448,01077010100-390,374187,01077010100,63,2,1,2,1,,
01077010100-391-449,01077010100-391,1355361,01077010100,63,1,1,1,0,,
01077010100-391-450,01077010100-391,1355361,01077010100,42,1,1,2,10,,997143318
01077010100-392-451,01077010100-392,1074058,01077010100,24,2,2,1,0,,
01077010100-392-452,01077010100-392,1074058,01077010100,1,2,2,2,2,,
01077010100-393-453,01077010100-393,16900,01077010100,24,2,2,1,0,,599401197
01077010100-393-454,01077010100-393,16900,01077010100,3,1,2,2,2,,
01077010100-394-455,01077010100-394,1074058,01077010100,24,2,2,1,0,,
01077010100-394-456,01077010100-394,1074058,01077010100,1,2,2,2,2,,
01077010100-395-457,01077010100-395,97779,01077010100,29,2,2,1,0,,997143318
01077010100-395-458,01077010100-395,97779,01077010100,7,2,2,2,2,010201000775,
01077010100-396-459,01077010100-396,1435996,01077010100,34,2,2,1,0,,495961427
01077010100-396-460,01077010100-396,1435996,01077010100,10,1,2,2,2,010201000765,
01077010100-397-461,01077010100-397,1054666,01077010100,52,2,2,1,0,,133758433
01077010100-397-462,01077010100-397,1054666,01077010100,24,1,2,2,2,,
01077010100-398-463,01077010100-398,702108,01077010100,62,1,2,1,0,,
01077010100-398-464,01077010100-398,702108,01077010100,67,2,2,2,1,,
01077010100-399-465,01077010100-399,824576,01077010100,23,2,1,1,0,,886694330
01077010100-399-466,01077010100-399,824576,01077010100,22,1,1,2,1,,967934571
01077010100-400-467,01077010100-400,1243712,01077010100,21,2,1,1,0,,133734129
01077010100-400-468,01077010100-400,1243712,01077010100,22,2,1,2,12,,456273036
01077010100-401-469,01077010100-401,580977,01077010100,22,2,1,1,0,,
01077010100-401-470,01077010100-401,580977,01077010100,28,1,1,2,12,,495971152
01077010100-402-471,01077010100-402,108810,01077010100,21,1,1,1,0,,545023269
01077010100-402-472,01077010100-402,108810,01077010100,19,2,1,2,1,,133750976
01077010100-403-473,01077010100-403,824576,01077010100,23,2,1,1,0,,254881360
01077010100-403-474,01077010100-403,824576,01077010100,22,1,1,2,1,,133753772
01077010100-404-475,01077010100-404,685246,01077010100,23,2,1,1,0,,675099709
01077010100-404-476,01077010100-404,685246,01077010100,23,2,1,2,12,,
01077010100-405-477,01077010100-405,1257814,01077010100,20,2,1,1,0,,
01077010100-405-478,01077010100-405,1257814,01077010100,20,2,1,2,12,,
01077010100-406-479,01077010100-406,479629,01077010100,24,2,1,1,0,,709578892
01077010100-406-480,01077010100-406,479629,01077010100,19,1,1,2,13,,
01077010100-407-481,01077010100-407,844251,01077010100,22,1,1,1,0,,
01077010100-407-482,01077010100-407,844251,01077010100,20,1,1,2,12,,927919324
01077010100-408-483,01077010100-408,1257814,01077010100,20,2,1,1,0,,
01077010100-408-484,01077010100-408,1257814,01077010100,20,2,1,2,12,,
01077010100-409-485,01077010100-409,1486197,01077010100,23,2,1,1,0,,
01077010100-409-486,01077010100-409,1486197,01077010100,29,1,1,2,12,,401889050
01077010100-410-487,01077010100-410,1244627,01077010100,19,2,1,1,0,,803522481
01077010100-410-488,01077010100-410,1244627,01077010100,27,1,1,2,13,,
01077010100-411-489,01077010100-411,528372,01077010100,21,1,1,1,0,,420243164
01077010100-411-490,01077010100-411,528372,01077010100,18,2,1,2,5,,407385848
01077010100-412-491,01077010100-412,241044,01077010100,21,1,1,1,0,,803510387
01077010100-412-492,01077010100-412,241044,01077010100,17,2,1,2,1,010153000528,545026379
01077010100-413-493,01077010100-413,828434,01077010100,24,1,1,1,0,,967945494
01077010100-413-494,01077010100-413,828434,01077010100,25,2,1,2,13,,661197566
01077010100-414-495,01077010100-414,1257814,01077010100,20,2,1,1,0,,
01077010100-414-496,01077010100-414,1257814,01077010100,20,2,1,2,12,,
01077010100-415-497,01077010100-415,1292445,01077010100,31,2,1,1,0,,
01077010100-415-498,01077010100-415,1292445,01077010100,10,2,9,2,2,010201000772,
01077010100-416-499,01077010100-416,68214,01077010100,26,2,1,1,0,,450048756
01077010100-416-500,01077010100-416,68214,01077010100,27,1,1,2,1,,8944084
01077010100-417-501,01077010100-417,444250,01077010100,31,1,1,1,0,,
01077010100-417-502,01077010100-417,444250,01077010100,34,1,2,2,13,,997143318
01077010100-418-503,01077010100-418,1148372,01077010100,34,2,1,1,0,,400391234
01077010100-418-504,01077010100-418,1148372,01077010100,29,1,1,2,13,,688956366
01077010100-419-505,01077010100-419,1263192,01077010100,44,2,1,1,0,,544998081
01077010100-419-506,01077010100-419,1263192,01077010100,18,2,1,2,2,,
01077010100-420-507,01077010100-420,378458,01077010100,52,1,1,1,0,,
01077010100-420-508,01077010100-420,378458,01077010100,21,2,1,2,2,,
01077010100-421-509,01077010100-421,1324959,01077010100,45,1,1,1,0,,133752329
01077010100-421-510,01077010100-421,1324959,01077010100,44,2,1,2,13,,
01077010100-422-511,01077010100-422,1267195,01077010100,45,2,1,1,0,,303756407
01077010100-422-512,01077010100-422,1267195,01077010100,15,2,1,2,2,010201000764,
01077010100-423-513,01077010100-423,218736,01077010100,46,2,1,1,0,,
01077010100-423-514,01077010100-423,218736,01077010100,52,1,1,2,1,,
01077010100-424-515,01077010100-424,1225785,01077010100,57,2,1,1,0,,
01077010100-424-516,01077010100-424,1225785,01077010100,67,2,1,2,5,,
01077010100-425-517,01077010100-425,1182181,01077010100,61,1,1,1,0,,803522689
01077010100-425-518,01077010100-425,1182181,01077010100,62,2,1,2,1,,
01077010100-426-519,01077010100-426,61851,01077010100,64,1,1,1,0,,
01077010100-426-520,01077010100-426,61851,01077010100,64,2,1,2,1,,
01077010100-427-521,01077010100-427,587348,01077010100,63,1,1,1,0,,
01077010100-427-522,01077010100-427,587348,01077010100,57,2,1,2,1,,
01077010100-428-523,01077010100-428,324162,01077010100,65,1,1,1,0,,
01077010100-428-524,01077010100-428,324162,01077010100,60,2,1,2,1,,
01077010100-429-525,01077010100-429,408531,01077010100,68,2,1,1,0,,
01077010100-429-526,01077010100-429,408531,01077010100,41,1,1,2,3,,
01077010100-430-527,01077010100-430,1405576,01077010100,66,2,1,1,0,,
01077010100-430-528,01077010100-430,1405576,01077010100,75,1,1,2,1,,
01077010100-431-529,01077010100-431,1210033,01077010100,67,1,1,1,0,,
01077010100-431-530,01077010100-431,1210033,01077010100,68,2,1,2,1,,
01077010100-432-531,01077010100-432,247227,01077010100,85,2,1,1,0,,
01077010100-432-532,01077010100-432,247227,01077010100,54,1,1,2,2,,
01077010100-433-533,01077010100-433,699030,01077010100,22,2,2,1,0,,133762609
01077010100-433-534,01077010100-433,699030,01077010100,26,2,2,2,12,,545028466
01077010100-434-535,01077010100-434,349378,01077010100,21,2,2,1,0,,133748129
01077010100-434-536,01077010100-434,349378,01077010100,21,2,2,2,5,,967944901
01077010100-435-537,01077010100-435,1491394,01077010100,22,2,2,1,0,,133755777
01077010100-435-538,01077010100-435,1491394,01077010100,3,1,2,2,2,,
01077010100-436-539,01077010100-436,1197280,01077010100,23,2,2,1,0,,987560315
01077010100-436-540,01077010100-436,1197280,01077010100,25,1,2,2,13,,
01077010100-437-541,01077010100-437,20001,01077010100,27,2,2,1,0,,
01077010100-437-542,01077010100-437,20001,01077010100,30,1,2,2,13,,545028524
01077010100-438-543,01077010100-438,305519,01077010100,26,2,2,1,0,,711965574
01077010100-438-544,01077010100-438,305519,01077010100,2,2,9,2,2,,
01077010100-439-545,01077010100-439,783966,01077010100,25,2,2,1,0,,644089013
01077010100-439-546,01077010100-439,783966,01077010100,24,2,2,2,12,,
01077010100-440-547,01077010100-440,551481,01077010100,48,1,2,1,0,,620921494
01077010100-440-548,01077010100-440,551481,01077010100,3,2,2,2,2,,
01077010100-441-549,01077010100-441,651415,01077010100,46,1,2,1,0,,987560364
01077010100-441-550,01077010100-441,651415,01077010100,7,1,2,2,2,010201000775,
01077010100-442-551,01077010100-442,1133811,01077010100,64,2,2,1,0,,608365193
01077010100-442-552,01077010100-442,1133811,01077010100,34,1,2,2,2,,
01077010100-443-553,01077010100-443,1189214,01077010100,66,1,2,1,0,,
01077010100-443-554,01077010100-443,1189214,01077010100,65,2,2,2,1,,
01077010100-444-555,01077010100-444,865753,01077010100,33,2,6,1,0,,
01077010100-444-556,01077010100-444,865753,01077010100,47,1,1,2,1,,
01077010100-445-557,01077010100-445,1216635,01077010100,21,1,1,1,0,,249925660
01077010100-445-558,01077010100-445,1216635,01077010100,21,2,1,2,13,,133762609
01077010100-446-559,01077010100-446,1449851,01077010100,24,1,1,1,0,,401889373
01077010100-446-560,01077010100-446,1449851,01077010100,64,1,1,2,6,,
01077010100-447-561,01077010100-447,1388119,01077010100,20,2,1,1,0,,
01077010100-447-562,01077010100-447,1388119,01077010100,22,1,1,2,13,,250694585
01077010100-448-563,01077010100-448,165855,01077010100,30,1,1,1,0,,
01077010100-448-564,01077010100-448,165855,01077010100,32,1,1,2,5,,803517028
01077010100-449-565,01077010100-449,165855,01077010100,30,1,1,1,0,,
01077010100-449-566,01077010100-449,165855,01077010100,32,1,1,2,5,,312145592
01077010100-450-567,01077010100-450,841674,01077010100,50,2,1,1,0,,675097273
01077010100-450-568,01077010100-450,841674,01077010100,10,2,1,2,2,010201000763,
01077010100-451-569,01077010100-451,252462,01077010100,64,2,1,1,0,,
01077010100-451-570,01077010100-451,252462,01077010100,46,1,1,2,2,,
01077010100-452-571,01077010100-452,262777,01077010100,70,1,1,1,0,,
01077010100-452-572,01077010100-452,262777,01077010100,58,2,1,2,1,,
01077010100-453-573,01077010100-453,616369,01077010100,72,1,1,1,0,,
01077010100-453-574,01077010100-453,616369,01077010100,68,2,1,2,1,,
01077010100-454-575,01077010100-454,1481406,01077010100,22,2,2,1,0,,364729962
01077010100-454-576,01077010100-454,1481406,01077010100,2,1,2,2,2,,
01077010100-455-577,01077010100-455,129258,01077010100,30,2,2,1,0,,358764249
01077010100-455-578,01077010100-455,129258,01077010100,1,2,2,2,2,,
01077010100-456-579,01077010100-456,386006,01077010100,50,2,2,1,0,,677392268
01077010100-456-580,01077010100-456,386006,01077010100,18,1,2,2,2,010153000528,
01077010100-457-581,01077010100-457,217820,01077010100,22,2,1,1,0,,892482464
01077010100-457-582,01077010100-457,217820,01077010100,22,1,1,2,1,,8944993
01077010100-458-583,01077010100-458,1466915,01077010100,34,1,1,1,0,,133759746
01077010100-458-584,01077010100-458,1466915,01077010100,27,2,1,2,1,,250695160
01077010100-459-585,01077010100-459,141813,01077010100,48,1,1,1,0,,997143318
01077010100-459-586,01077010100-459,141813,01077010100,49,2,1,2,1,,712055128
01077010100-460-587,01077010100-460,798160,01077010100,63,2,1,1,0,,513761254
01077010100-460-588,01077010100-460,798160,01077010100,61,2,1,2,5,,997143318
01077010100-461-589,01077010100-461,125923,01077010100,69,2,1,1,0,,
01077010100-461-590,01077010100-461,125923,01077010100,70,1,1,2,1,,
01077010100-462-591,01077010100-462,1121927,01077010100,65,2,1,1,0,,
01077010100-462-592,01077010100-462,1121927,01077010100,64,1,1,2,1,,
01077010100-463-593,01077010100-463,237790,01077010100,74,1,1,1,0,,
01077010100-463-594,01077010100-463,237790,01077010100,73,2,1,2,1,,
01077010100-464-595,01077010100-464,966077,01077010100,21,1,1,1,0,,644086050
01077010100-464-596,01077010100-464,966077,01077010100,21,1,1,2,12,,133760520
01077010100-465-597,01077010100-465,155022,01077010100,24,1,1,1,0,,
01077010100-465-598,01077010100-465,155022,01077010100,25,2,1,2,1,,704336544
01077010100-466-599,01077010100-466,534710,01077010100,23,1,1,1,0,,599400124
01077010100-466-600,01077010100-466,534710,01077010100,23,2,1,2,1,,803489137
01077010100-467-601,01077010100-467,966077,01077010100,21,1,1,1,0,,695794289
01077010100-467-602,01077010100-467,966077,01077010100,21,1,1,2,12,,251884706
01077010100-468-603,01077010100-468,42693,01077010100,24,2,1,1,0,,644088528
01077010100-468-604,01077010100-468,42693,01077010100,31,1,1,2,5,,997143318
01077010100-469-605,01077010100-469,1452092,01077010100,33,2,1,1,0,,513756577
01077010100-469-606,01077010100-469,1452092,01077010100,14,1,1,2,2,010201000772,
01077010100-470-607,01077010100-470,114483,01077010100,32,1,1,1,0,,927919316
01077010100-470-608,01077010100-470,114483,01077010100,6,1,1,2,2,,
01077010100-471-609,01077010100-471,781975,01077010100,29,2,1,1,0,,475156121
01077010100-471-610,01077010100-471,781975,01077010100,25,2,1,2,12,,420248007
01077010100-472-611,01077010100-472,45160,01077010100,25,1,1,1,0,,545024671
01077010100-472-612,01077010100-472,45160,01077010100,23,2,1,2,1,,
01077010100-473-613,01077010100-473,975540,01077010100,33,1,1,1,0,,133769869
01077010100-473-614,01077010100-473,975540,01077010100,30,2,1,2,1,,420166951
01077010100-474-615,01077010100-474,1252576,01077010100,26,2,1,1,0,,892473703
01077010100-474-616,01077010100-474,1252576,01077010100,27,1,1,2,1,,133761866
01077010100-475-617,01077010100-475,970086,01077010100,26,1,1,1,0,,441309689
01077010100-475-618,01077010100-475,970086,01077010100,27,2,1,2,1,,401888920
01077010100-476-619,01077010100-476,94352,01077010100,30,2,1,1,0,,378035158
01077010100-476-620,01077010100-476,94352,01077010100,27,1,1,2,1,,607146461
01077010100-477-621,01077010100-477,1157136,01077010100,30,2,1,1,0,,250694569
01077010100-477-622,01077010100-477,1157136,01077010100,36,1,1,2,1,,226521136
01077010100-478-623,01077010100-478,970086,01077010100,26,1,1,1,0,,378971360
01077010100-478-624,01077010100-478,970086,01077010100,27,2,1,2,1,,711953422
01077010100-479-625,01077010100-479,1274402,01077010100,43,1,1,1,0,,133774166
01077010100-479-626,01077010100-479,1274402,01077010100,39,2,1,2,1,,967947953
01077010100-480-627,01077010100-480,483284,01077010100,53,2,1,1,0,,133756320
01077010100-480-628,01077010100-480,483284,01077010100,61,1,1,2,1,,997143318
01077010100-481-629,01077010100-481,870631,01077010100,54,2,1,1,0,,
01077010100-481-630,01077010100-481,870631,01077010100,55,1,1,2,1,,635631
01077010100-482-631,01077010100-482,516812,01077010100,45,2,1,1,0,,133747329
01077010100-482-632,01077010100-482,516812,01077010100,41,1,1,2,1,,702574161
01077010100-483-633,01077010100-483,747299,01077010100,53,2,1,1,0,,420244790
01077010100-483-634,01077010100-483,747299,01077010100,59,1,1,2,1,,
01077010100-484-635,01077010100-484,1050762,01077010100,53,2,1,1,0,,803517028
01077010100-484-636,01077010100-484,1050762,01077010100,53,1,1,2,1,,303750392
01077010100-485-637,01077010100-485,1269723,01077010100,50,2,1,1,0,,997143318
01077010100-485-638,01077010100-485,1269723,01077010100,51,2,1,2,12,,997143318
01077010100-486-639,01077010100-486,1096684,01077010100,46,1,1,1,0,,9241662
01077010100-486-640,01077010100-486,1096684,01077010100,35,2,1,2,13,,513756825
01077010100-487-641,01077010100-487,257769,01077010100,58,1,1,1,0,,133754556
01077010100-487-642,01077010100-487,257769,01077010100,51,2,1,2,1,,607146461
01077010100-488-643,01077010100-488,105061,01077010100,57,2,1,1,0,,401889464
01077010100-488-644,01077010100-488,105061,01077010100,61,1,1,2,1,,
01077010100-489-645,01077010100-489,824937,01077010100,60,1,1,1,0,,303756407
01077010100-489-646,01077010100-489,824937,01077010100,58,2,1,2,1,,
01077010100-490-647,01077010100-490,1491615,01077010100,63,1,1,1,0,,
01077010100-490-648,01077010100-490,1491615,01077010100,61,2,1,2,1,,
01077010100-491-649,01077010100-491,282570,01077010100,60,1,1,1,0,,133769869
01077010100-491-650,01077010100-491,282570,01077010100,52,2,1,2,1,,803513241
01077010100-492-651,01077010100-492,65378,01077010100,60,2,1,1,0,,997143318
01077010100-492-652,01077010100-492,65378,01077010100,63,1,1,2,1,,
01077010100-493-653,01077010100-493,1216499,01077010100,62,1,1,1,0,,400702850
01077010100-493-654,01077010100-493,1216499,01077010100,55,2,1,2,1,,
01077010100-494-655,01077010100-494,933557,01077010100,64,1,1,1,0,,
01077010100-494-656,01077010100-494,933557,01077010100,64,2,1,2,1,,574653614
01077010100-495-657,01077010100-495,1207318,01077010100,69,1,1,1,0,,
01077010100-495-658,01077010100-495,1207318,01077010100,68,2,1,2,1,,133753236
01077010100-496-659,01077010100-496,992877,01077010100,69,2,1,1,0,,
01077010100-496-660,01077010100-496,992877,01077010100,70,1,1,2,1,,
01077010100-497-661,01077010100-497,1440039,01077010100,65,1,1,1,0,,
01077010100-497-662,01077010100-497,1440039,01077010100,67,2,1,2,1,,
01077010100-498-663,01077010100-498,846821,01077010100,65,1,1,1,0,,
01077010100-498-664,01077010100-498,846821,01077010100,69,2,1,2,1,,
01077010100-499-665,01077010100-499,1105929,01077010100,70,1,1,1,0,,133751925
01077010100-499-666,01077010100-499,1105929,01077010100,68,2,1,2,1,,
01077010100-500-667,01077010100-500,23048,01077010100,73,1,1,1,0,,
01077010100-500-668,01077010100-500,23048,01077010100,68,2,1,2,1,,
01077010100-501-669,01077010100-501,1465612,01077010100,24,1,2,1,0,,475156188
01077010100-501-670,01077010100-501,1465612,01077010100,22,2,2,2,13,,226523421
01077010100-502-671,01077010100-502,822284,01077010100,34,1,2,1,0,,396240194
01077010100-502-672,01077010100-502,822284,01077010100,3,1,2,2,2,00000973,
01077010100-503-673,01077010100-503,1309970,01077010100,46,1,2,1,0,,
01077010100-503-674,01077010100-503,1309970,01077010100,45,2,2,2,1,,664186749
01077010100-504-675,01077010100-504,1136169,01077010100,46,1,2,1,0,,607146461
01077010100-504-676,01077010100-504,1136169,01077010100,48,2,2,2,1,,133756114
01077010100-505-677,01077010100-505,750733,01077010100,62,2,2,1,0,,
01077010100-505-678,01077010100-505,750733,01077010100,72,1,2,2,1,,
01077010100-506-679,01077010100-506,159036,01077010100,27,2,6,1,0,,456273036
01077010100-506-680,01077010100-506,159036,01077010100,30,1,1,2,1,,675096606
01077010100-507-681,01077010100-507,890938,01077010100,33,2,6,1,0,,513756205
01077010100-507-682,01077010100-507,890938,01077010100,35,1,6,2,1,,495971152
01077010100-508-683,01077010100-508,1399770,01077010100,26,1,6,1,0,,133734129
01077010100-508-684,01077010100-508,1399770,01077010100,31,2,1,2,15,,133751412
01077010100-509-685,01077010100-509,150644,01077010100,31,1,1,1,0,,250695160
01077010100-509-686,01077010100-509,150644,01077010100,29,2,1,2,1,,803518570
01077010100-510-687,01077010100-510,658170,01077010100,52,2,1,1,0,,545024226
01077010100-510-688,01077010100-510,658170,01077010100,55,1,1,2,1,,133758326
01077010100-511-689,01077010100-511,957074,01077010100,64,2,1,1,0,,133773721
01077010100-511-690,01077010100-511,957074,01077010100,65,1,1,2,1,,545028490
01077010100-512-691,01077010100-512,184402,01077010100,22,2,1,1,0,,
01077010100-512-692,01077010100-512,184402,01077010100,22,2,1,2,12,,
01077010100-512-693,01077010100-512,184402,01077010100,21,2,1,3,12,,
01077010100-513-694,01077010100-513,1077964,01077010100,22,2,1,1,0,,
01077010100-513-695,01077010100-513,1077964,01077010100,2,2,1,2,2,,
01077010100-513-696,01077010100-513,1077964,01077010100,0,2,1,3,2,,
01077010100-514-697,01077010100-514,29630,01077010100,23,2,1,1,0,,206827552
01077010100-514-698,01077010100-514,29630,01077010100,3,1,9,2,2,010201000772,
01077010100-514-699,01077010100-514,29630,01077010100,2,1,9,3,2,,
01077010100-515-700,01077010100-515,188826,01077010100,24,2,1,1,0,,
01077010100-515-701,01077010100-515,188826,01077010100,5,2,1,2,2,010201000765,
01077010100-515-702,01077010100-515,188826,01077010100,4,2,1,3,2,00000973,
01077010100-516-703,01077010100-516,401186,01077010100,19,1,1,1,0,,545022758
01077010100-516-704,01077010100-516,401186,01077010100,19,1,2,2,12,,704384429
01077010100-516-705,01077010100-516,401186,01077010100,19,1,8,3,12,,
01077010100-517-706,01077010100-517,1340945,01077010100,23,2,1,1,0,,
01077010100-517-707,01077010100-517,1340945,01077010100,23,2,1,2,12,,599402989
01077010100-517-708,01077010100-517,1340945,01077010100,22,2,1,3,12,,
01077010100-518-709,01077010100-518,1184087,01077010100,19,1,1,1,0,,
01077010100-518-710,01077010100-518,1184087,01077010100,19,1,1,2,12,,
01077010100-518-711,01077010100-518,1184087,01077010100,18,1,1,3,12,,
01077010100-519-712,01077010100-519,547470,01077010100,24,2,1,1,0,,
01077010100-519-713,01077010100-519,547470,01077010100,24,1,1,2,1,,
01077010100-519-714,01077010100-519,547470,01077010100,4,2,1,3,2,,
01077010100-520-715,01077010100-520,1245934,01077010100,34,2,1,1,0,,
01077010100-520-716,01077010100-520,1245934,01077010100,17,1,1,2,2,010153000528,
01077010100-520-717,01077010100-520,1245934,01077010100,13,2,1,3,2,010201000767,
01077010100-521-718,01077010100-521,415613,01077010100,28,2,1,1,0,,
01077010100-521-719,01077010100-521,415613,01077010100,6,1,1,2,2,010201000772,
01077010100-521-720,01077010100-521,415613,01077010100,2,1,1,3,2,,
01077010100-522-721,01077010100-522,1226191,01077010100,28,2,1,1,0,,
01077010100-522-722,01077010100-522,1226191,01077010100,4,2,1,2,2,00000973,
01077010100-522-723,01077010100-522,1226191,01077010100,3,1,1,3,2,,
01077010100-523-724,01077010100-523,237931,01077010100,25,2,1,1,0,,133746990
01077010100-523-725,01077010100-523,237931,01077010100,5,1,1,2,2,010201001545,
01077010100-523-726,01077010100-523,237931,01077010100,1,1,1,3,2,,
01077010100-524-727,01077010100-524,35291,01077010100,29,1,1,1,0,,
01077010100-524-728,01077010100-524,35291,01077010100,24,2,1,2,1,,892483272
01077010100-524-729,01077010100-524,35291,01077010100,6,1,1,3,2,010201000775,
01077010100-525-730,01077010100-525,679652,01077010100,36,2,1,1,0,,
01077010100-525-731,01077010100-525,679652,01077010100,20,2,1,2,2,,927924431
01077010100-525-732,01077010100-525,679652,01077010100,0,1,1,3,7,,
01077010100-526-733,01077010100-526,468496,01077010100,45,1,1,1,0,,599395019
01077010100-526-734,01077010100-526,468496,01077010100,38,2,1,2,1,,
01077010100-526-735,01077010100-526,468496,01077010100,10,1,1,3,2,010201001545,
01077010100-527-736,01077010100-527,1224564,01077010100,22,2,2,1,0,,
01077010100-527-737,01077010100-527,1224564,01077010100,4,2,2,2,2,010201000772,
