RT,TYPE,SERIALNO,puma_id,HINCP,NP,place_id,SYNTHETIC_HID,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,190143,100,60000,1,01077010100,01077010100-319,-87.6747238009329,34.7983849871233,P,1302,1,1,61,1,,0,1,1,60000,1,6660,1,1,01077010100-319-319,,495961427
H,1,970899,100,85000,1,01077010100,01077010100-320,-87.6745121050609,34.7978688261948,P,2000,1,2,63,1,,0,1,1,85000,1,230,1,1,01077010100-320-320,,475159166
H,1,314753,100,52400,1,01077010100,01077010100-321,-87.6734405486454,34.7999496166635,P,2200,1,2,61,1,,0,1,1,52400,1,10,1,1,01077010100-321-321,,5440276
H,1,964772,100,92800,1,01077010100,01077010100-322,-87.6729260740816,34.7992024385438,P,200,1,2,67,1,,0,1,1,92800,1,5240,28,1,01077010100-322-322,,378027908
H,1,293536,100,63000,1,01077010100,01077010100-323,-87.6717879965033,34.7977179998774,P,500,1,2,71,1,,0,1,1,63000,1,5860,1,1,01077010100-323-323,,359110178
H,1,1227321,100,76800,1,01077010100,01077010100-324,-87.6613139965757,34.7995212549818,P,2702,1,1,85,1,,0,1,6,76800,1,3050,5,1,01077010100-324-324,,
H,1,628336,100,70000,1,01077010100,01077010100-325,-87.6602908343975,34.7990862492698,P,1305,1,1,25,1,,0,1,1,70000,1,430,1,2,01077010100-325-325,,644087678
H,1,242267,100,50000,1,01077010100,01077010100-326,-87.6603583814602,34.7984489036275,P,2000,1,2,52,1,,0,1,1,50000,1,5240,36,2,01077010100-326-326,,260206263
H,1,1281990,100,50000,1,01077010100,01077010100-327,-87.6688966062848,34.7995563888772,P,1304,1,1,64,1,,0,1,1,50000,1,5550,1,2,01077010100-327-327,,688956366
H,1,782047,100,65000,1,01077010100,01077010100-328,-87.6634310853029,34.7981022698644,P,2500,1,1,29,1,,0,1,1,65000,2,1030,207,6,01077010100-328-328,,247688831
H,1,1071413,100,65000,1,01077010100,01077010100-329,-87.6635136186662,34.798000759906,P,2500,1,1,26,1,,0,1,1,65000,2,7140,247,6,01077010100-329-329,,401889340
H,1,782047,100,65000,1,01077010100,01077010100-330,-87.6637616206699,34.7974797612065,P,2500,1,1,29,1,,0,1,1,65000,2,1030,207,6,01077010100-330-330,,133757468
H,1,1368283,100,171000,1,01077010100,01077010100-331,-87.6618127770019,34.7985556528444,P,1303,1,1,34,1,,0,1,1,171000,2,430,207,6,01077010100-331-331,,133753772
H,1,397754,100,600,2,01077010100,01077010100-332,-87.6611968843685,34.7986795174931,P,1900,1,2,19,1,,0,1,6,0,1,,1,1,01077010100-332-332,,
H,1,397754,100,600,2,01077010100,01077010100-332,-87.6611968843685,34.7986795174931,P,1900,1,1,21,1,,13,1,3,600,1,6260,1,1,01077010100-332-333,,
H,1,707712,100,2000,2,01077010100,01077010100-333,-87.6598638360295,34.7994165853823,P,1000,1,1,20,2,15,0,1,6,2000,1,4220,1,1,01077010100-333-334,,
H,1,707712,100,2000,2,01077010100,01077010100-333,-87.6598638360295,34.7994165853823,P,1000,1,1,20,2,15,12,1,6,0,1,4430,1,1,01077010100-333-335,,
H,1,1485481,100,7000,2,01077010100,01077010100-334,-87.6601792098203,34.7996507735084,P,1600,1,2,20,2,15,0,1,6,5000,1,4620,25,1,01077010100-334-336,,
H,1,1485481,100,7000,2,01077010100,01077010100-334,-87.6601792098203,34.7996507735084,P,1600,1,2,19,2,15,12,1,6,2000,1,5120,55,1,01077010100-334-337,,
H,1,1271790,100,0,2,01077010100,01077010100-335,-87.6584311790834,34.7998235483763,P,600,1,1,21,1,,0,1,6,0,1,2720,32,1,01077010100-335-338,,
H,1,1271790,100,0,2,01077010100,01077010100-335,-87.6584311790834,34.7998235483763,P,600,1,1,19,1,,12,1,6,0,1,4020,49,1,01077010100-335-339,,
H,1,554393,100,0,2,01077010100,01077010100-336,-87.6594611767353,34.7996931220496,P,1100,1,1,21,1,,0,1,6,0,1,,51,1,01077010100-336-340,,
H,1,554393,100,0,2,01077010100,01077010100-336,-87.6594611767353,34.7996931220496,P,1100,1,2,21,1,,1,1,6,0,1,,51,1,01077010100-336-341,,
H,1,1437307,100,5700,2,01077010100,01077010100-337,-87.6570613876412,34.8004771951796,P,1900,1,1,20,2,15,0,1,1,1700,1,5240,13,1,01077010100-337-342,,133758631
H,1,1437307,100,5700,2,01077010100,01077010100-337,-87.6570613876412,34.8004771951796,P,1900,1,1,20,2,15,5,1,1,4000,1,5240,13,1,01077010100-337-343,,133747519
H,1,1003990,100,390,2,01077010100,01077010100-338,-87.6574128031125,34.8002899804931,P,100,1,2,19,2,15,0,1,1,390,1,2440,1,1,01077010100-338-344,,133750448
H,1,1003990,100,390,2,01077010100,01077010100-338,-87.6574128031125,34.8002899804931,P,100,1,1,41,2,15,1,1,6,0,1,1020,1,1,01077010100-338-345,,
H,1,1437307,100,5700,2,01077010100,01077010100-339,-87.6563557594761,34.8007915782227,P,1900,1,1,20,2,15,0,1,1,1700,1,5240,13,1,01077010100-339-346,,803522689
H,1,1437307,100,5700,2,01077010100,01077010100-339,-87.6563557594761,34.8007915782227,P,1900,1,1,20,2,15,5,1,1,4000,1,5240,13,1,01077010100-339-347,,803488345
H,1,891653,100,24500,2,01077010100,01077010100-340,-87.6631281247186,34.8010756170405,P,2400,1,2,21,2,15,0,1,1,5600,1,4710,13,1,01077010100-340-348,,629673088
H,1,891653,100,24500,2,01077010100,01077010100-340,-87.6631281247186,34.8010756170405,P,2400,1,2,22,1,,12,1,1,18900,1,4600,13,1,01077010100-340-349,,456273036
H,1,620237,100,2200,2,01077010100,01077010100-341,-87.6627260499563,34.7989235423611,P,100,1,2,23,1,,0,1,3,2200,1,4720,1,1,01077010100-341-350,,
H,1,620237,100,2200,2,01077010100,01077010100-341,-87.6627260499563,34.7989235423611,P,100,1,1,1,,,2,1,,,1,,1,1,01077010100-341-351,,
H,1,987677,100,3800,2,01077010100,01077010100-342,-87.6621646326304,34.7991829828834,P,1600,1,2,23,2,15,0,1,1,3300,1,4920,1,1,01077010100-342-352,,316428606
H,1,987677,100,3800,2,01077010100,01077010100-342,-87.6621646326304,34.7991829828834,P,1600,1,2,23,2,15,12,1,6,500,1,4940,51,1,01077010100-342-353,,
H,1,780528,100,9300,2,01077010100,01077010100-343,-87.6620943215244,34.7981402923992,P,400,1,1,20,2,15,0,1,1,9000,1,8420,1,1,01077010100-343-354,,688956366
H,1,780528,100,9300,2,01077010100,01077010100-343,-87.6620943215244,34.7981402923992,P,400,1,2,18,1,,13,1,3,300,1,5240,1,1,01077010100-343-355,,
H,1,1207510,100,0,2,01077010100,01077010100-344,-87.6614369775316,34.7971995446699,P,1900,1,1,22,2,15,0,1,6,0,1,1740,1,1,01077010100-344-356,,
H,1,1207510,100,0,2,01077010100,01077010100-344,-87.6614369775316,34.7971995446699,P,1900,1,1,22,2,15,12,1,6,0,1,4430,1,1,01077010100-344-357,,
H,1,926301,100,1650,2,01077010100,01077010100-345,-87.6758259791615,34.7994296446589,P,700,1,2,22,1,,0,1,3,1650,1,4030,1,1,01077010100-345-358,,
H,1,926301,100,1650,2,01077010100,01077010100-345,-87.6758259791615,34.7994296446589,P,700,1,2,3,1,,2,1,,,1,,1,1,01077010100-345-359,,
H,1,554393,100,0,2,01077010100,01077010100-346,-87.6763457320061,34.7995161891209,P,1100,1,1,21,1,,0,1,6,0,1,,51,1,01077010100-346-360,,
H,1,554393,100,0,2,01077010100,01077010100-346,-87.6763457320061,34.7995161891209,P,1100,1,2,21,1,,1,1,6,0,1,,51,1,01077010100-346-361,,
H,1,1120555,100,0,2,01077010100,01077010100-347,-87.6568769551869,34.7993898289791,P,2500,1,1,18,2,15,0,1,6,0,1,,12,1,01077010100-347-362,,
H,1,1120555,100,0,2,01077010100,01077010100-347,-87.6568769551869,34.7993898289791,P,2500,1,1,18,2,15,12,1,6,0,1,,12,1,01077010100-347-363,,
H,1,1359309,100,9280,2,01077010100,01077010100-348,-87.6679861448383,34.7995436118314,P,2500,1,2,27,1,,0,1,6,9280,1,3600,12,1,01077010100-348-364,,
H,1,1359309,100,9280,2,01077010100,01077010100-348,-87.6679861448383,34.7995436118314,P,2500,1,2,11,2,8,2,1,,,1,,1,1,01077010100-348-365,010201000770,
H,1,796088,100,1700,2,01077010100,01077010100-349,-87.6681665826004,34.7998284614518,P,1700,1,1,25,1,,0,1,6,1700,1,7260,1,1,01077010100-349-366,,
H,1,796088,100,1700,2,01077010100,01077010100-349,-87.6681665826004,34.7998284614518,P,1700,1,2,24,1,,1,1,3,0,1,9920,1,1,01077010100-349-367,,
H,1,364710,100,8000,2,01077010100,01077010100-350,-87.6678718557277,34.8028902225279,P,2200,1,2,33,1,,0,1,3,8000,1,4230,1,1,01077010100-350-368,,
H,1,364710,100,8000,2,01077010100,01077010100-350,-87.6678718557277,34.8028902225279,P,2200,1,2,14,2,10,2,1,,,1,,1,1,01077010100-350-369,010201000767,
H,1,603957,100,0,2,01077010100,01077010100-351,-87.6670405870777,34.8018241704348,P,600,1,2,27,1,,0,1,6,0,1,4700,1,1,01077010100-351-370,,
H,1,603957,100,0,2,01077010100,01077010100-351,-87.6670405870777,34.8018241704348,P,600,1,1,1,,,2,1,,,1,,1,1,01077010100-351-371,,
H,1,1441010,100,7800,2,01077010100,01077010100-352,-87.6664260051405,34.8011954464756,P,2300,1,1,41,1,,0,1,1,7800,1,6050,1,1,01077010100-352-372,,133751644
H,1,1441010,100,7800,2,01077010100,01077010100-352,-87.6664260051405,34.8011954464756,P,2300,1,2,55,1,,12,1,6,0,1,,25,1,01077010100-352-373,,
H,1,548757,100,9600,2,01077010100,01077010100-353,-87.6662131417888,34.8004843394888,P,2500,1,2,52,1,,0,1,1,9600,1,4020,23,1,01077010100-353-374,,701015604
H,1,548757,100,9600,2,01077010100,01077010100-353,-87.6662131417888,34.8004843394888,P,2500,1,1,16,3,11,7,1,6,0,1,,51,1,01077010100-353-375,00000973,
H,1,367290,100,6000,2,01077010100,01077010100-354,-87.6655810286396,34.7997413657268,P,2100,1,2,50,1,,0,1,6,0,2,,235,1,01077010100-354-376,,
H,1,367290,100,6000,2,01077010100,01077010100-354,-87.6655810286396,34.7997413657268,P,2100,1,2,18,2,15,2,1,6,6000,2,,235,1,01077010100-354-377,,
H,1,171611,100,7600,2,01077010100,01077010100-355,-87.6645173493813,34.7982107605486,P,1900,1,1,51,1,,0,1,6,7600,1,6440,13,1,01077010100-355-378,,
H,1,171611,100,7600,2,01077010100,01077010100-355,-87.6645173493813,34.7982107605486,P,1900,1,2,46,1,,13,1,6,0,1,4230,34,1,01077010100-355-379,,
H,1,105339,100,0,2,01077010100,01077010100-356,-87.6652165788947,34.7991358967368,P,900,1,1,55,1,,0,1,6,0,1,6420,1,1,01077010100-356-380,,
H,1,105339,100,0,2,01077010100,01077010100-356,-87.6652165788947,34.7991358967368,P,900,1,1,8,2,4,3,1,,,1,,1,1,01077010100-356-381,010201000765,
H,1,1404124,100,3130,2,01077010100,01077010100-357,-87.6642392214572,34.7974375011973,P,1304,1,1,56,1,,0,1,6,1830,1,8650,47,1,01077010100-357-382,,
H,1,1404124,100,3130,2,01077010100,01077010100-357,-87.6642392214572,34.7974375011973,P,1304,1,2,54,1,,1,1,6,1300,1,,1,1,01077010100-357-383,,
H,1,109628,100,8680,2,01077010100,01077010100-358,-87.6636183783049,34.7968013405666,P,2500,1,2,56,1,,0,1,6,7800,1,,1,1,01077010100-358-384,,
H,1,109628,100,8680,2,01077010100,01077010100-358,-87.6636183783049,34.7968013405666,P,2500,1,2,34,1,,2,1,6,880,1,4230,1,1,01077010100-358-385,,
H,1,82180,100,3320,2,01077010100,01077010100-359,-87.6736419488755,34.7988332189279,P,1400,1,1,60,1,,0,1,6,3320,1,,1,1,01077010100-359-386,,
H,1,82180,100,3320,2,01077010100,01077010100-359,-87.6736419488755,34.7988332189279,P,1400,1,2,59,1,,1,1,6,0,1,,1,1,01077010100-359-387,,
H,1,922865,100,9300,2,01077010100,01077010100-360,-87.6744498327032,34.7978284551983,P,2200,1,1,70,1,,0,1,6,6200,1,,1,1,01077010100-360-388,,
H,1,922865,100,9300,2,01077010100,01077010100-360,-87.6744498327032,34.7978284551983,P,2200,1,2,67,1,,1,1,6,3100,1,,1,1,01077010100-360-389,,
H,1,164008,100,190,2,01077010100,01077010100-361,-87.6725955347469,34.7989210541639,P,2000,1,2,24,1,,0,1,6,190,1,,1,2,01077010100-361-390,,
H,1,164008,100,190,2,01077010100,01077010100-361,-87.6725955347469,34.7989210541639,P,2000,1,1,1,,,2,1,,,1,,1,2,01077010100-361-391,,
H,1,906018,100,1800,2,01077010100,01077010100-362,-87.672590029798,34.7996475204795,P,2701,1,2,24,1,,0,1,3,1800,1,4610,1,2,01077010100-362-392,,
H,1,906018,100,1800,2,01077010100,01077010100-362,-87.672590029798,34.7996475204795,P,2701,1,1,4,2,1,2,1,,,1,,1,2,01077010100-362-393,010201000772,
H,1,1244507,100,3200,2,01077010100,01077010100-363,-87.6715725443137,34.7997267137239,P,2500,1,2,19,1,,0,1,3,3200,1,8740,1,2,01077010100-363-394,,
H,1,1244507,100,3200,2,01077010100,01077010100-363,-87.6715725443137,34.7997267137239,P,2500,1,2,2,,,2,1,,,1,,1,2,01077010100-363-395,,
H,1,312647,100,9900,2,01077010100,01077010100-364,-87.6710110780178,34.8001628439694,P,2500,1,2,48,1,,0,1,3,9900,1,9120,34,2,01077010100-364-396,,
H,1,312647,100,9900,2,01077010100,01077010100-364,-87.6710110780178,34.8001628439694,P,2500,1,2,5,2,2,7,1,,,1,,1,2,01077010100-364-397,010201000766,
H,1,60176,100,0,2,01077010100,01077010100-365,-87.6700257136146,34.8003513986118,P,1302,1,2,18,2,15,0,1,6,0,1,,1,2,01077010100-365-398,,
H,1,60176,100,0,2,01077010100,01077010100-365,-87.6700257136146,34.8003513986118,P,1302,1,2,18,2,15,12,1,6,0,1,,1,2,01077010100-365-399,,
H,1,164008,100,190,2,01077010100,01077010100-366,-87.6693984784862,34.8002860055944,P,2000,1,2,24,1,,0,1,6,190,1,,1,2,01077010100-366-400,,
H,1,164008,100,190,2,01077010100,01077010100-366,-87.6693984784862,34.8002860055944,P,2000,1,1,1,,,2,1,,,1,,1,2,01077010100-366-401,,
H,1,499675,100,0,2,01077010100,01077010100-367,-87.6719344192964,34.8014890134507,P,1700,1,2,26,2,15,0,1,3,0,1,2340,1,2,01077010100-367-402,,
H,1,499675,100,0,2,01077010100,01077010100-367,-87.6719344192964,34.8014890134507,P,1700,1,1,5,2,1,2,1,,,1,,1,2,01077010100-367-403,010153000534,
H,1,130924,100,6800,2,01077010100,01077010100-368,-87.6706909937069,34.8002941547956,P,2100,1,2,25,2,15,0,1,6,0,1,4610,13,2,01077010100-368-404,,
H,1,130924,100,6800,2,01077010100,01077010100-368,-87.6706909937069,34.8002941547956,P,2100,1,1,45,1,,13,1,6,6800,1,4110,1,2,01077010100-368-405,,
H,1,873253,100,4800,2,01077010100,01077010100-369,-87.6704084295341,34.7996071412342,P,2000,1,2,26,1,,0,1,3,4800,1,5240,1,2,01077010100-369-406,,
H,1,873253,100,4800,2,01077010100,01077010100-369,-87.6704084295341,34.7996071412342,P,2000,1,2,7,2,4,2,1,,,1,,1,2,01077010100-369-407,010201000765,
H,1,388607,100,0,2,01077010100,01077010100-370,-87.6707380542201,34.7990278597739,P,1700,1,2,29,1,,0,1,6,0,1,,1,2,01077010100-370-408,,
H,1,388607,100,0,2,01077010100,01077010100-370,-87.6707380542201,34.7990278597739,P,1700,1,2,8,2,4,2,1,,,1,,1,2,01077010100-370-409,010153000534,
H,1,12245,100,0,2,01077010100,01077010100-371,-87.6696304911627,34.7975467042361,P,1700,1,1,41,1,,0,1,3,0,1,7150,110,2,01077010100-371-410,,
H,1,12245,100,0,2,01077010100,01077010100-371,-87.6696304911627,34.7975467042361,P,1700,1,1,15,2,11,2,1,,0,1,,1,2,01077010100-371-411,010201000767,
H,1,546220,100,7820,2,01077010100,01077010100-372,-87.675271501424,34.8003293581008,P,400,1,2,49,1,,0,1,1,7820,1,3600,47,2,01077010100-372-412,,378029391
H,1,546220,100,7820,2,01077010100,01077010100-372,-87.675271501424,34.8003293581008,P,400,1,1,15,2,11,2,1,,0,1,,39,2,01077010100-372-413,010201000765,
H,1,604400,100,6420,2,01077010100,01077010100-373,-87.6618853747563,34.8001609939115,P,2400,1,1,46,1,,0,1,3,0,1,9920,1,2,01077010100-373-414,,
H,1,604400,100,6420,2,01077010100,01077010100-373,-87.6618853747563,34.8001609939115,P,2400,1,1,56,1,,5,1,6,6420,1,,1,2,01077010100-373-415,,
H,1,585117,100,0,2,01077010100,01077010100-374,-87.6612779554179,34.8000724288911,P,2701,1,2,52,2,15,0,1,6,0,1,4150,1,2,01077010100-374-416,,
H,1,585117,100,0,2,01077010100,01077010100-374,-87.6612779554179,34.8000724288911,P,2701,1,1,29,1,,2,1,6,0,1,,1,2,01077010100-374-417,,
H,1,395336,100,0,2,01077010100,01077010100-375,-87.6618698370519,34.8003137141273,P,1900,1,1,24,2,16,0,1,6,0,2,,207,6,01077010100-375-418,,
H,1,395336,100,0,2,01077010100,01077010100-375,-87.6618698370519,34.8003137141273,P,1900,1,1,29,2,16,15,1,6,0,2,,207,6,01077010100-375-419,,
H,1,395336,100,0,2,01077010100,01077010100-376,-87.6600284083598,34.7998258306153,P,1900,1,1,24,2,16,0,1,6,0,2,,207,6,01077010100-376-420,,
H,1,395336,100,0,2,01077010100,01077010100-376,-87.6600284083598,34.7998258306153,P,1900,1,1,29,2,16,15,1,6,0,2,,207,6,01077010100-376-421,,
H,1,1105056,100,970,1,01077010100,01077010100-377,-87.6589201146557,34.8000917401674,P,1900,1,1,20,2,15,0,1,1,970,1,4060,13,6,01077010100-377-422,,314267931
H,1,395336,100,0,2,01077010100,01077010100-378,-87.6581241066959,34.8010332918213,P,1900,1,1,24,2,16,0,1,6,0,2,,207,6,01077010100-378-423,,
H,1,395336,100,0,2,01077010100,01077010100-378,-87.6581241066959,34.8010332918213,P,1900,1,1,29,2,16,15,1,6,0,2,,207,6,01077010100-378-424,,
H,1,772576,100,5000,2,01077010100,01077010100-379,-87.6585080412755,34.8000853793364,P,200,1,1,32,1,,0,1,1,5000,2,4520,247,6,01077010100-379-425,,133747139
H,1,772576,100,5000,2,01077010100,01077010100-379,-87.6585080412755,34.8000853793364,P,200,1,2,31,1,,1,1,6,0,2,,247,6,01077010100-379-426,,
H,1,932557,100,11500,2,01077010100,01077010100-380,-87.6570762790722,34.8011803579906,P,2400,1,2,20,3,15,0,1,3,3500,1,4110,1,1,01077010100-380-427,,
H,1,932557,100,11500,2,01077010100,01077010100-380,-87.6570762790722,34.8011803579906,P,2400,1,1,25,1,,13,1,1,8000,1,8140,110,9,01077010100-380-428,,401889290
H,1,583112,100,14700,2,01077010100,01077010100-381,-87.6768644846754,34.8007899519994,P,1400,1,2,21,1,,0,1,1,2700,1,4720,1,1,01077010100-381-429,,261654719
H,1,583112,100,14700,2,01077010100,01077010100-381,-87.6768644846754,34.8007899519994,P,1400,1,1,22,1,,13,1,1,12000,1,4760,28,1,01077010100-381-430,,456275031
H,1,234577,100,10000,2,01077010100,01077010100-382,-87.6777027993588,34.8008300059412,P,2300,1,2,23,1,,0,1,1,10000,1,5700,42,1,01077010100-382-431,,133752832
H,1,234577,100,10000,2,01077010100,01077010100-382,-87.6777027993588,34.8008300059412,P,2300,1,2,0,,,2,2,,,1,,1,1,01077010100-382-432,,
H,1,932557,100,11500,2,01077010100,01077010100-383,-87.6761316341483,34.8004002514487,P,2400,1,2,20,3,15,0,1,3,3500,1,4110,1,1,01077010100-383-433,,
H,1,932557,100,11500,2,01077010100,01077010100-383,-87.6761316341483,34.8004002514487,P,2400,1,1,25,1,,13,1,1,8000,1,8140,110,9,01077010100-383-434,,308028117
H,1,993663,100,11500,2,01077010100,01077010100-384,-87.6746658469917,34.800541878843,P,200,1,2,20,2,16,0,1,1,11500,1,5860,47,1,01077010100-384-435,,133754820
H,1,993663,100,11500,2,01077010100,01077010100-384,-87.6746658469917,34.800541878843,P,200,1,1,1,,,2,1,,,1,,1,1,01077010100-384-436,,
H,1,468878,100,14200,2,01077010100,01077010100-385,-87.6680121179623,34.8005339927564,P,1400,1,2,19,2,15,0,1,1,8200,1,5820,18,1,01077010100-385-437,,967946690
H,1,468878,100,14200,2,01077010100,01077010100-385,-87.6680121179623,34.8005339927564,P,1400,1,1,20,2,15,13,1,1,6000,1,1107,1,1,01077010100-385-438,,133768069
H,1,462906,100,13500,2,01077010100,01077010100-386,-87.6733996369027,34.7961952111317,P,400,1,1,28,1,,0,1,3,5300,1,4220,1,1,01077010100-386-439,,
H,1,462906,100,13500,2,01077010100,01077010100-386,-87.6733996369027,34.7961952111317,P,400,1,2,21,1,,5,1,1,8200,1,5240,1,1,01077010100-386-440,,997143318
H,1,1182288,100,10000,2,01077010100,01077010100-387,-87.6732712888864,34.796633410383,P,100,1,2,25,3,16,0,1,1,10000,1,2145,42,1,01077010100-387-441,,133768101
H,1,1182288,100,10000,2,01077010100,01077010100-387,-87.6732712888864,34.796633410383,P,100,1,2,26,3,16,12,4,6,0,1,4600,13,1,01077010100-387-442,,
H,1,387322,100,13220,2,01077010100,01077010100-388,-87.6720575983988,34.797253815711,P,2300,1,1,46,1,,0,1,3,13220,1,7315,47,1,01077010100-388-443,,
H,1,387322,100,13220,2,01077010100,01077010100-388,-87.6720575983988,34.797253815711,P,2300,1,1,4,1,,2,1,,,1,,1,1,01077010100-388-444,,
H,1,170447,100,13200,2,01077010100,01077010100-389,-87.6710935593612,34.7980086483167,P,2200,1,2,50,1,,0,1,6,6000,1,,15,1,01077010100-389-445,,
H,1,170447,100,13200,2,01077010100,01077010100-389,-87.6710935593612,34.7980086483167,P,2200,1,1,64,1,,1,1,6,7200,1,,12,2,01077010100-389-446,,
H,1,374187,100,10000,2,01077010100,01077010100-390,-87.6700679513102,34.797716195044,P,2000,1,1,64,1,,0,1,6,3300,1,230,1,1,01077010100-390-447,,
H,1,374187,100,10000,2,01077010100,01077010100-390,-87.6700679513102,34.797716195044,P,2000,1,2,63,1,,1,1,6,6700,1,,1,1,01077010100-390-448,,
H,1,1355361,100,14600,2,01077010100,01077010100-391,-87.6700046706194,34.7981752880546,P,700,1,1,63,1,,0,1,6,9800,1,,1,1,01077010100-391-449,,
H,1,1355361,100,14600,2,01077010100,01077010100-391,-87.6700046706194,34.7981752880546,P,700,1,1,42,1,,10,1,1,4800,1,9620,1,1,01077010100-391-450,,997143318
H,1,1074058,100,10000,2,01077010100,01077010100-392,-87.669525584648,34.798294078523,P,600,1,2,24,1,,0,1,3,10000,1,4610,1,2,01077010100-392-451,,
H,1,1074058,100,10000,2,01077010100,01077010100-392,-87.669525584648,34.798294078523,P,600,1,2,1,,,2,1,,,1,,1,2,01077010100-392-452,,
H,1,16900,100,13000,2,01077010100,01077010100-393,-87.6686818168694,34.7983095526356,P,100,1,2,24,2,15,0,1,1,13000,1,5860,1,2,01077010100-393-453,,599401197
H,1,16900,100,13000,2,01077010100,01077010100-393,-87.6686818168694,34.7983095526356,P,100,1,1,3,1,,2,1,,,1,,1,2,01077010100-393-454,,
H,1,1074058,100,10000,2,01077010100,01077010100-394,-87.6673370570545,34.7993859749274,P,600,1,2,24,1,,0,1,3,10000,1,4610,1,2,01077010100-394-455,,
H,1,1074058,100,10000,2,01077010100,01077010100-394,-87.6673370570545,34.7993859749274,P,600,1,2,1,,,2,1,,,1,,1,2,01077010100-394-456,,
H,1,97779,100,11350,2,01077010100,01077010100-395,-87.6675017558246,34.7992540462343,P,1302,1,2,29,1,,0,1,1,11350,1,8965,1,2,01077010100-395-457,,997143318
H,1,97779,100,11350,2,01077010100,01077010100-395,-87.6675017558246,34.7992540462343,P,1302,1,2,7,2,3,2,1,,,1,,1,2,01077010100-395-458,010201000775,
H,1,1435996,100,13000,2,01077010100,01077010100-396,-87.6664473919398,34.7996298993299,P,1301,1,2,34,1,,0,1,1,13000,1,2000,1,2,01077010100-396-459,,495961427
H,1,1435996,100,13000,2,01077010100,01077010100-396,-87.6664473919398,34.7996298993299,P,1301,1,1,10,2,7,2,1,,,1,,1,2,01077010100-396-460,010201000765,
H,1,1054666,100,12000,2,01077010100,01077010100-397,-87.6669106660048,34.7995021152735,P,1301,1,2,52,1,,0,1,1,12000,1,3510,1,2,01077010100-397-461,,133758433
H,1,1054666,100,12000,2,01077010100,01077010100-397,-87.6669106660048,34.7995021152735,P,1301,1,1,24,1,,2,1,3,0,1,9920,1,2,01077010100-397-462,,
H,1,702108,100,12700,2,01077010100,01077010100-398,-87.6647391038721,34.8001236991457,P,2000,1,1,62,1,,0,1,3,4500,1,9140,1,2,01077010100-398-463,,
H,1,702108,100,12700,2,01077010100,01077010100-398,-87.6647391038721,34.8001236991457,P,2000,1,2,67,1,,1,1,6,8200,1,4720,1,2,01077010100-398-464,,
H,1,824576,100,24500,2,01077010100,01077010100-399,-87.6651126773818,34.8002322956315,P,1900,1,2,23,1,,0,1,1,18500,1,9360,51,1,01077010100-399-465,,886694330
H,1,824576,100,24500,2,01077010100,01077010100-399,-87.6651126773818,34.8002322956315,P,1900,1,1,22,2,15,1,1,1,6000,1,9360,1,1,01077010100-399-466,,967934571
H,1,1243712,100,22000,2,01077010100,01077010100-400,-87.6643170665958,34.8006222450193,P,1100,1,2,21,2,15,0,1,1,6000,1,3255,1,1,01077010100-400-467,,133734129
H,1,1243712,100,22000,2,01077010100,01077010100-400,-87.6643170665958,34.8006222450193,P,1100,1,2,22,1,,12,1,1,16000,1,5700,45,1,01077010100-400-468,,456273036
H,1,580977,100,17800,2,01077010100,01077010100-401,-87.6642599402163,34.8005401189387,P,2500,1,2,22,2,15,0,1,6,1000,1,2825,18,1,01077010100-401-469,,
H,1,580977,100,17800,2,01077010100,01077010100-401,-87.6642599402163,34.8005401189387,P,2500,1,1,28,1,,12,1,1,16800,1,7220,1,1,01077010100-401-470,,495971152
H,1,108810,100,24900,2,01077010100,01077010100-402,-87.6627204001239,34.8017186366357,P,800,1,1,21,1,,0,3,1,20000,1,5940,20,1,01077010100-402-471,,545023269
H,1,108810,100,24900,2,01077010100,01077010100-402,-87.6627204001239,34.8017186366357,P,800,1,2,19,1,,1,1,1,4900,1,6765,17,1,01077010100-402-472,,133750976
H,1,824576,100,24500,2,01077010100,01077010100-403,-87.6619233167663,34.8016210965729,P,1900,1,2,23,1,,0,1,1,18500,1,9360,51,1,01077010100-403-473,,254881360
H,1,824576,100,24500,2,01077010100,01077010100-403,-87.6619233167663,34.8016210965729,P,1900,1,1,22,2,15,1,1,1,6000,1,9360,1,1,01077010100-403-474,,133753772
H,1,685246,100,24000,2,01077010100,01077010100-404,-87.6620830978439,34.8016727990451,P,1303,1,2,23,1,,0,1,1,23000,1,3255,12,1,01077010100-404-475,,675099709
H,1,685246,100,24000,2,01077010100,01077010100-404,-87.6620830978439,34.8016727990451,P,1303,1,2,23,2,16,12,1,6,1000,1,3640,1,1,01077010100-404-476,,
H,1,1257814,100,23120,2,01077010100,01077010100-405,-87.6598143311238,34.8026528026536,P,100,1,2,20,2,15,0,1,6,120,1,4760,35,1,01077010100-405-477,,
H,1,1257814,100,23120,2,01077010100,01077010100-405,-87.6598143311238,34.8026528026536,P,100,1,2,20,2,15,12,1,6,23000,1,2160,1,1,01077010100-405-478,,
H,1,479629,100,16700,2,01077010100,01077010100-406,-87.6607972388562,34.8019419803427,P,200,1,2,24,1,,0,1,1,15800,1,3600,1,1,01077010100-406-479,,709578892
